,AIRLINE NAME ,SOURCE,DESTINATIION,DEPARTURE TIME,ARRIVAL TIME,DATE,MONTH,YEAR,DURATION,TOTAL STOPS,PRICE
346,Vistara,Bangalore,Chennai,21:40,"23:05
+ 1 day",29,11,2021,25h 25m,1 Stop,"9,241"
347,Vistara,Bangalore,Chennai,19:55,"23:05
+ 1 day",29,11,2021,27h 10m,1 Stop,"9,241"
348,Vistara,Bangalore,Chennai,21:40,"11:50
+ 1 day",29,11,2021,14h 10m,1 Stop,"9,420"
349,Vistara,Bangalore,Chennai,19:55,"11:50
+ 1 day",29,11,2021,15h 55m,1 Stop,"9,420"
350,Vistara,Bangalore,Chennai,19:00,"11:50
+ 1 day",29,11,2021,16h 50m,1 Stop,"9,420"
351,Vistara,Bangalore,Chennai,18:25,"11:50
+ 1 day",29,11,2021,17h 25m,1 Stop,"9,420"
352,Vistara,Bangalore,Chennai,21:40,"19:55
+ 1 day",29,11,2021,22h 15m,1 Stop,"9,420"
353,Air Asia,Bangalore,Goa,14:30,19:35,29,11,2021,5h 05m,1 Stop,"4,336"
354,Air Asia,Bangalore,Goa,07:35,17:25,29,11,2021,9h 50m,1 Stop,"4,336"
355,Air Asia,Bangalore,Goa,05:30,17:25,29,11,2021,11h 55m,1 Stop,"4,336"
356,Air Asia,Bangalore,Goa,07:35,19:35,29,11,2021,12h 00m,1 Stop,"4,336"
357,Air Asia,Bangalore,Goa,05:30,19:35,29,11,2021,14h 05m,1 Stop,"4,336"
358,SpiceJet,Bangalore,Goa,05:55,07:10,29,11,2021,1h 15m,Non Stop,"4,337"
359,Go First,Bangalore,Goa,15:45,17:10,29,11,2021,1h 25m,Non Stop,"4,337"
360,Go First,Bangalore,Goa,08:10,12:45,29,11,2021,4h 35m,1 Stop,"4,337"
361,Go First,Bangalore,Goa,05:45,12:45,29,11,2021,7h 00m,1 Stop,"4,337"
362,Go First,Bangalore,Goa,22:00,"06:10
+ 1 day",29,11,2021,8h 10m,1 Stop,"4,337"
363,Go First,Bangalore,Goa,08:10,17:45,29,11,2021,9h 35m,1 Stop,"4,337"
364,Go First,Bangalore,Goa,20:00,"06:10
+ 1 day",29,11,2021,10h 10m,1 Stop,"4,337"
365,Go First,Bangalore,Goa,05:45,17:45,29,11,2021,12h 00m,1 Stop,"4,337"
366,Go First,Bangalore,Goa,06:30,20:10,29,11,2021,13h 40m,1 Stop,"4,337"
367,Go First,Bangalore,Goa,22:00,"12:45
+ 1 day",29,11,2021,14h 45m,1 Stop,"4,337"
368,Go First,Bangalore,Goa,07:40,23:10,29,11,2021,15h 30m,1 Stop,"4,337"
369,Go First,Bangalore,Goa,21:00,"13:30
+ 1 day",29,11,2021,16h 30m,1 Stop,"4,337"
370,IndiGo,Bangalore,Goa,17:10,18:25,29,11,2021,1h 15m,Non Stop,"4,338"
371,IndiGo,Bangalore,Goa,21:45,23:00,29,11,2021,1h 15m,Non Stop,"4,338"
372,IndiGo,Bangalore,Goa,00:40,02:00,29,11,2021,1h 20m,Non Stop,"4,338"
373,IndiGo,Bangalore,Goa,06:15,07:35,29,11,2021,1h 20m,Non Stop,"4,338"
374,IndiGo,Bangalore,Goa,19:50,21:15,29,11,2021,1h 25m,Non Stop,"4,338"
375,Air Asia,Bangalore,Goa,20:45,22:00,29,11,2021,1h 15m,Non Stop,"4,339"
376,Air India,Bangalore,Goa,19:00,20:30,29,11,2021,1h 30m,Non Stop,"4,339"
377,Air Asia,Bangalore,Goa,05:25,07:00,29,11,2021,1h 35m,Non Stop,"4,339"
378,IndiGo,Bangalore,Goa,21:45,23:00,28,11,2021,1h 15m,Non Stop,"4,338"
379,IndiGo,Bangalore,Goa,19:50,21:15,28,11,2021,1h 25m,Non Stop,"4,338"
380,Air Asia,Bangalore,Goa,20:45,22:00,28,11,2021,1h 15m,Non Stop,"4,339"
381,Air India,Bangalore,Goa,19:35,"20:30
+ 1 day",28,11,2021,24h 55m,1 Stop,"10,009"
382,Go First,Bangalore,Goa,22:00,"06:10
+ 1 day",28,11,2021,8h 10m,1 Stop,"10,081"
383,Go First,Bangalore,Goa,22:00,"12:45
+ 1 day",28,11,2021,14h 45m,1 Stop,"10,081"
384,Air India,Bangalore,Goa,19:35,"07:55
+ 1 day",28,11,2021,12h 20m,1 Stop,"10,849"
385,Air India,Bangalore,Goa,19:35,"22:35
+ 1 day",28,11,2021,27h 00m,1 Stop,"10,849"
386,Go First,Bangalore,Goa,20:00,"06:10
+ 1 day",28,11,2021,10h 10m,1 Stop,"12,075"
387,Vistara,Bangalore,Goa,19:55,23:45,28,11,2021,3h 50m,1 Stop,"12,267"
388,Vistara,Bangalore,Goa,21:10,"21:20
+ 1 day",28,11,2021,24h 10m,1 Stop,"12,454"
389,Vistara,Bangalore,Goa,19:40,"21:20
+ 1 day",28,11,2021,25h 40m,1 Stop,"12,454"
390,Vistara,Bangalore,Goa,21:40,"07:50
+ 1 day",28,11,2021,10h 10m,1 Stop,"12,477"
391,Vistara,Bangalore,Goa,19:55,"07:50
+ 1 day",28,11,2021,11h 55m,1 Stop,"12,477"
392,Air India,Bangalore,Goa,21:00,"20:30
+ 1 day",28,11,2021,23h 30m,2 Stop(s),"13,162"
393,Air India,Bangalore,Goa,21:00,"20:30
+ 1 day",28,11,2021,23h 30m,2 Stop(s),"13,162"
394,Air India,Bangalore,Goa,21:00,"20:30
+ 1 day",28,11,2021,23h 30m,2 Stop(s),"13,162"
395,Air India,Bangalore,Goa,21:00,"22:35
+ 1 day",28,11,2021,25h 35m,2 Stop(s),"13,162"
396,Air India,Bangalore,Goa,21:00,"22:35
+ 1 day",28,11,2021,25h 35m,2 Stop(s),"13,162"
397,Air India,Bangalore,Goa,21:00,"22:35
+ 1 day",28,11,2021,25h 35m,2 Stop(s),"13,162"
398,Vistara,Bangalore,Goa,21:10,"13:50
+ 1 day",28,11,2021,16h 40m,1 Stop,"13,168"
399,Vistara,Bangalore,Goa,19:40,"13:50
+ 1 day",28,11,2021,18h 10m,1 Stop,"13,168"
400,Vistara,Bangalore,Goa,21:40,"12:45
+ 1 day",28,11,2021,15h 05m,1 Stop,"13,474"
401,Vistara,Bangalore,Goa,19:55,"12:45
+ 1 day",28,11,2021,16h 50m,1 Stop,"13,474"
402,Air India,Bangalore,Goa,21:00,"00:35
+ 2 days",28,11,2021,27h 35m,1 Stop,"14,524"
403,Air Asia,Bangalore,Goa,14:30,19:35,30,11,2021,5h 05m,1 Stop,"4,336"
404,Air Asia,Bangalore,Goa,07:35,17:25,30,11,2021,9h 50m,1 Stop,"4,336"
405,Air Asia,Bangalore,Goa,05:30,17:25,30,11,2021,11h 55m,1 Stop,"4,336"
406,Air Asia,Bangalore,Goa,07:35,19:35,30,11,2021,12h 00m,1 Stop,"4,336"
407,Air Asia,Bangalore,Goa,05:30,19:35,30,11,2021,14h 05m,1 Stop,"4,336"
408,SpiceJet,Bangalore,Goa,05:55,07:10,30,11,2021,1h 15m,Non Stop,"4,337"
409,Go First,Bangalore,Goa,15:45,17:10,30,11,2021,1h 25m,Non Stop,"4,337"
410,Go First,Bangalore,Goa,08:10,12:45,30,11,2021,4h 35m,1 Stop,"4,337"
411,Go First,Bangalore,Goa,05:45,12:45,30,11,2021,7h 00m,1 Stop,"4,337"
412,Go First,Bangalore,Goa,22:00,"06:10
+ 1 day",30,11,2021,8h 10m,1 Stop,"4,337"
413,Go First,Bangalore,Goa,08:10,17:45,30,11,2021,9h 35m,1 Stop,"4,337"
414,Go First,Bangalore,Goa,20:00,"06:10
+ 1 day",30,11,2021,10h 10m,1 Stop,"4,337"
415,Go First,Bangalore,Goa,05:45,17:45,30,11,2021,12h 00m,1 Stop,"4,337"
416,Go First,Bangalore,Goa,06:30,20:10,30,11,2021,13h 40m,1 Stop,"4,337"
417,Go First,Bangalore,Goa,22:00,"12:45
+ 1 day",30,11,2021,14h 45m,1 Stop,"4,337"
418,Go First,Bangalore,Goa,07:40,23:10,30,11,2021,15h 30m,1 Stop,"4,337"
419,Go First,Bangalore,Goa,21:00,"13:30
+ 1 day",30,11,2021,16h 30m,1 Stop,"4,337"
420,IndiGo,Bangalore,Goa,17:10,18:25,30,11,2021,1h 15m,Non Stop,"4,338"
421,IndiGo,Bangalore,Goa,21:45,23:00,30,11,2021,1h 15m,Non Stop,"4,338"
422,IndiGo,Bangalore,Goa,00:40,02:00,30,11,2021,1h 20m,Non Stop,"4,338"
423,IndiGo,Bangalore,Goa,06:15,07:35,30,11,2021,1h 20m,Non Stop,"4,338"
424,IndiGo,Bangalore,Goa,19:50,21:15,30,11,2021,1h 25m,Non Stop,"4,338"
425,Air Asia,Bangalore,Goa,20:45,22:00,30,11,2021,1h 15m,Non Stop,"4,339"
426,Air India,Bangalore,Goa,19:00,20:30,30,11,2021,1h 30m,Non Stop,"4,339"
427,Air Asia,Bangalore,Goa,05:25,07:00,30,11,2021,1h 35m,Non Stop,"4,339"
428,Air Asia,Bangalore,Goa,14:30,19:35,30,11,2021,5h 05m,1 Stop,"4,336"
429,Air Asia,Bangalore,Goa,07:35,17:25,30,11,2021,9h 50m,1 Stop,"4,336"
430,Air Asia,Bangalore,Goa,05:30,17:25,30,11,2021,11h 55m,1 Stop,"4,336"
431,Air Asia,Bangalore,Goa,07:35,19:35,30,11,2021,12h 00m,1 Stop,"4,336"
432,Air Asia,Bangalore,Goa,05:30,19:35,30,11,2021,14h 05m,1 Stop,"4,336"
433,SpiceJet,Bangalore,Goa,05:55,07:10,30,11,2021,1h 15m,Non Stop,"4,337"
434,Go First,Bangalore,Goa,15:45,17:10,30,11,2021,1h 25m,Non Stop,"4,337"
435,Go First,Bangalore,Goa,22:00,"06:10
+ 1 day",30,11,2021,8h 10m,1 Stop,"4,337"
436,Go First,Bangalore,Goa,20:00,"06:10
+ 1 day",30,11,2021,10h 10m,1 Stop,"4,337"
437,Go First,Bangalore,Goa,06:30,20:10,30,11,2021,13h 40m,1 Stop,"4,337"
438,Go First,Bangalore,Goa,07:40,23:10,30,11,2021,15h 30m,1 Stop,"4,337"
439,IndiGo,Bangalore,Goa,17:10,18:25,30,11,2021,1h 15m,Non Stop,"4,338"
440,IndiGo,Bangalore,Goa,00:40,02:00,30,11,2021,1h 20m,Non Stop,"4,338"
441,IndiGo,Bangalore,Goa,06:15,07:35,30,11,2021,1h 20m,Non Stop,"4,338"
442,IndiGo,Bangalore,Goa,19:50,21:15,30,11,2021,1h 25m,Non Stop,"4,338"
443,Air Asia,Bangalore,Goa,20:45,22:00,30,11,2021,1h 15m,Non Stop,"4,339"
444,Air India,Bangalore,Goa,19:00,20:30,30,11,2021,1h 30m,Non Stop,"4,339"
445,Air Asia,Bangalore,Goa,05:25,07:00,30,11,2021,1h 35m,Non Stop,"4,339"
446,Air Asia,Bangalore,Goa,16:25,19:35,30,11,2021,3h 10m,1 Stop,"4,339"
447,Vistara,Bangalore,Goa,12:45,14:05,30,11,2021,1h 20m,Non Stop,"4,392"
448,IndiGo,Bangalore,Goa,12:45,14:05,30,11,2021,1h 20m,Non Stop,"7,593"
449,Vistara,Bangalore,Goa,21:40,"23:45
+ 1 day",30,11,2021,26h 05m,1 Stop,"7,948"
450,Air India,Bangalore,Goa,06:40,17:00,30,11,2021,10h 20m,1 Stop,"8,721"
451,Go First,Bangalore,Goa,08:10,12:45,30,11,2021,4h 35m,1 Stop,"8,925"
452,Go First,Bangalore,Goa,05:45,12:45,30,11,2021,7h 00m,1 Stop,"8,925"
453,Air Asia,Hyderabad,Goa,00:45,07:00,30,11,2021,6h 15m,1 Stop,"4,451"
454,Air Asia,Hyderabad,Goa,14:20,22:00,30,11,2021,7h 40m,1 Stop,"4,451"
455,Air Asia,Hyderabad,Goa,22:10,"07:00
+ 1 day",30,11,2021,8h 50m,1 Stop,"4,451"
456,Air Asia,Hyderabad,Goa,19:45,"07:00
+ 1 day",30,11,2021,11h 15m,1 Stop,"4,451"
457,Go First,Hyderabad,Goa,21:00,22:20,30,11,2021,1h 20m,Non Stop,"4,452"
458,SpiceJet,Hyderabad,Goa,04:35,06:00,30,11,2021,1h 25m,Non Stop,"4,452"
459,IndiGo,Hyderabad,Goa,22:25,23:35,30,11,2021,1h 10m,Non Stop,"4,453"
460,IndiGo,Hyderabad,Goa,05:40,07:05,30,11,2021,1h 25m,Non Stop,"4,453"
461,Air Asia,Hyderabad,Goa,18:15,19:35,30,11,2021,1h 20m,Non Stop,"4,557"
462,IndiGo,Hyderabad,Goa,19:35,20:50,30,11,2021,1h 15m,Non Stop,"4,663"
463,Air India,Hyderabad,Goa,13:15,17:00,30,11,2021,3h 45m,1 Stop,"5,241"
464,Air Asia,Hyderabad,Goa,16:10,17:25,30,11,2021,1h 15m,Non Stop,"5,607"
465,IndiGo,Hyderabad,Goa,16:05,17:25,30,11,2021,1h 20m,Non Stop,"6,658"
466,Vistara,Hyderabad,Goa,21:35,"23:45
+ 1 day",30,11,2021,26h 10m,1 Stop,"7,213"
467,Vistara,Hyderabad,Goa,07:40,14:05,30,11,2021,6h 25m,1 Stop,"7,303"
468,IndiGo,Hyderabad,Goa,07:55,14:55,30,11,2021,7h 00m,1 Stop,"7,519"
469,IndiGo,Hyderabad,Goa,12:45,14:00,30,11,2021,1h 15m,Non Stop,"7,810"
470,Air India,Hyderabad,Goa,08:25,22:25,30,11,2021,14h 00m,1 Stop,"8,338"
471,Vistara,Hyderabad,Goa,08:30,12:45,30,11,2021,4h 15m,1 Stop,"8,463"
472,Air India,Hyderabad,Goa,08:25,"06:50
+ 1 day",30,11,2021,22h 25m,1 Stop,"8,653"
473,Air India,Hyderabad,Goa,08:25,20:30,30,11,2021,12h 05m,1 Stop,"8,863"
474,Air India,Hyderabad,Goa,20:45,"20:30
+ 1 day",30,11,2021,23h 45m,1 Stop,"9,126"
475,Air India,Hyderabad,Goa,12:35,"22:35
+ 1 day",30,11,2021,34h 00m,2 Stop(s),"9,812"
476,Vistara,Hyderabad,Goa,07:40,"23:45
+ 1 day",30,11,2021,40h 05m,2 Stop(s),"11,812"
477,Vistara,Hyderabad,Goa,07:40,"23:45
+ 1 day",30,11,2021,40h 05m,2 Stop(s),"11,812"
478,Air Asia,Hyderabad,Goa,22:10,"07:00
+ 1 day",28,11,2021,8h 50m,1 Stop,"4,451"
479,Go First,Hyderabad,Goa,20:30,21:50,28,11,2021,1h 20m,Non Stop,"4,452"
480,IndiGo,Hyderabad,Goa,22:25,23:35,28,11,2021,1h 10m,Non Stop,"4,453"
481,IndiGo,Hyderabad,Goa,19:35,20:50,28,11,2021,1h 15m,Non Stop,"4,453"
482,Air India,Hyderabad,Goa,20:45,"20:30
+ 1 day",28,11,2021,23h 45m,1 Stop,"10,281"
483,Air India,Hyderabad,Goa,21:50,"20:30
+ 1 day",28,11,2021,22h 40m,2 Stop(s),"11,659"
484,Air India,Hyderabad,Goa,21:50,"20:30
+ 1 day",28,11,2021,22h 40m,2 Stop(s),"11,659"
485,Air India,Hyderabad,Goa,21:50,"20:30
+ 1 day",28,11,2021,22h 40m,2 Stop(s),"11,659"
486,Air India,Hyderabad,Goa,21:50,"22:35
+ 1 day",28,11,2021,24h 45m,2 Stop(s),"11,659"
487,Air India,Hyderabad,Goa,21:50,"22:35
+ 1 day",28,11,2021,24h 45m,2 Stop(s),"11,659"
488,Air India,Hyderabad,Goa,21:50,"22:35
+ 1 day",28,11,2021,24h 45m,2 Stop(s),"11,659"
489,Air India,Hyderabad,Goa,21:50,"00:35
+ 2 days",28,11,2021,26h 45m,1 Stop,"13,168"
490,Air Asia,Hyderabad,Goa,19:45,"07:00
+ 1 day",28,11,2021,11h 15m,1 Stop,"13,372"
491,Air India,Hyderabad,Goa,21:50,"13:15
+ 1 day",28,11,2021,15h 25m,1 Stop,"18,313"
492,Vistara,Hyderabad,Goa,20:35,"21:20
+ 1 day",28,11,2021,24h 45m,1 Stop,"18,733"
493,Vistara,Hyderabad,Goa,20:35,"13:50
+ 1 day",28,11,2021,17h 15m,1 Stop,"19,153"
494,Vistara,Hyderabad,Goa,20:35,"14:05
+ 1 day",28,11,2021,17h 30m,2 Stop(s),"23,458"
495,Vistara,Hyderabad,Goa,20:35,"12:45
+ 1 day",28,11,2021,16h 10m,2 Stop(s),"25,926"
496,Vistara,Hyderabad,Goa,20:35,"12:45
+ 1 day",28,11,2021,16h 10m,2 Stop(s),"25,926"
497,Go First,Hyderabad,Goa,22:20,"13:30
+ 1 day",28,11,2021,15h 10m,1 Stop,"26,131"
498,Vistara,Hyderabad,Goa,20:35,"14:05
+ 1 day",28,11,2021,17h 30m,2 Stop(s),"26,608"
499,Air India,Hyderabad,Goa,21:50,"20:30
+ 1 day",28,11,2021,22h 40m,2 Stop(s),"27,658"
500,Air Asia,Hyderabad,Goa,00:45,07:00,29,11,2021,6h 15m,1 Stop,"4,451"
501,Air Asia,Hyderabad,Goa,14:20,22:00,29,11,2021,7h 40m,1 Stop,"4,451"
502,Air Asia,Hyderabad,Goa,22:10,"07:00
+ 1 day",29,11,2021,8h 50m,1 Stop,"4,451"
503,Air Asia,Hyderabad,Goa,19:45,"07:00
+ 1 day",29,11,2021,11h 15m,1 Stop,"4,451"
504,Go First,Hyderabad,Goa,21:00,22:20,29,11,2021,1h 20m,Non Stop,"4,452"
505,SpiceJet,Hyderabad,Goa,04:35,06:00,29,11,2021,1h 25m,Non Stop,"4,452"
506,Go First,Hyderabad,Goa,22:20,"13:30
+ 1 day",29,11,2021,15h 10m,1 Stop,"4,452"
507,IndiGo,Hyderabad,Goa,22:25,23:35,29,11,2021,1h 10m,Non Stop,"4,453"
508,IndiGo,Hyderabad,Goa,05:40,07:05,29,11,2021,1h 25m,Non Stop,"4,453"
509,Air Asia,Hyderabad,Goa,18:15,19:35,29,11,2021,1h 20m,Non Stop,"4,454"
510,IndiGo,Hyderabad,Goa,19:35,20:50,29,11,2021,1h 15m,Non Stop,"4,663"
511,Air Asia,Hyderabad,Goa,16:10,17:25,29,11,2021,1h 15m,Non Stop,"4,977"
512,IndiGo,Hyderabad,Goa,16:05,17:25,29,11,2021,1h 20m,Non Stop,"5,398"
513,Air India,Hyderabad,Goa,16:30,20:30,29,11,2021,4h 00m,1 Stop,"6,186"
514,IndiGo,Hyderabad,Goa,12:45,14:00,29,11,2021,1h 15m,Non Stop,"7,288"
515,IndiGo,Hyderabad,Goa,07:55,14:55,29,11,2021,7h 00m,1 Stop,"7,519"
516,Vistara,Hyderabad,Goa,07:40,14:05,29,11,2021,6h 25m,1 Stop,"7,927"
517,Air India,Hyderabad,Goa,22:15,"06:50
+ 1 day",29,11,2021,8h 35m,1 Stop,"8,338"
518,Air India,Hyderabad,Goa,09:20,20:30,29,11,2021,11h 10m,1 Stop,"8,338"
519,Air India,Hyderabad,Goa,20:45,"20:30
+ 1 day",29,11,2021,23h 45m,1 Stop,"8,338"
520,Air India,Hyderabad,Goa,22:15,"22:25
+ 1 day",29,11,2021,24h 10m,1 Stop,"8,338"
521,Vistara,Hyderabad,Goa,21:35,"07:50
+ 1 day",29,11,2021,10h 15m,1 Stop,"8,463"
522,Vistara,Hyderabad,Goa,21:35,"12:45
+ 1 day",29,11,2021,15h 10m,1 Stop,"8,463"
523,Air India,Hyderabad,Goa,14:00,20:30,29,11,2021,6h 30m,1 Stop,"8,601"
524,Air India,Hyderabad,Goa,22:15,"20:30
+ 1 day",29,11,2021,22h 15m,1 Stop,"8,863"
